entry,address_city,address_code,first_entry_date,krs,legal_form,name,name_short,nip,regon,industriesR,industriesN,ceo_name,industriesJ,industriesM,industriesP,industriesL,industriesC,industriesG,industriesK,industriesF,industriesH,industriesI,industriesS,industriesQ,nazwa_jednostki,kwota_wsparcia
Fundacja Pro Futuro,Jarosław,37-500,2005-01-14,226435,FUNDACJA,"FUNDACJA ""HEREDITAS PRO FUTURO""","FUNDACJA ""HEREDITAS PRO FUTURO""",7922074654.0,180011716.0,,,Jacek Mariusz Skupień,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Bielawa,05-520,2010-12-03,372222,FUNDACJA,"FUNDACJA KULTURY ""PRO FUTURO""","FUNDACJA KULTURY ""PRO FUTURO""",,,,,Roman Kołakowski,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Warszawa,00-195,2009-02-24,320168,FUNDACJA,FUNDACJA PRO PHARMACIA FUTURA,FUNDACJA PRO PHARMACIA FUTURA,5252447588.0,141751174.0,,,Joanna Maria Lechnio,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Futuro,Warszawa,01-625,2009-10-28,340579,FUNDACJA,"FUNDACJA ""INSTYTUT EDUKACJA PRO FUTURO""","FUNDACJA ""INSTYTUT EDUKACJA PRO FUTURO""",5222933284.0,142075605.0,,,Anna Izabela Hryniewicz,,,,,,,,,,,,,Fundacja Pro Futuro,3500
Fundacja Pro Juventus,Warszawa,03-951,2008-10-21,316034,FUNDACJA,FUNDACJA PRO JUVENTUS,FUNDACJA PRO JUVENTUS,,141622005.0,,,Agnieszka Jolanta Wandor,,,,,,,,,,,,,Fundacja Pro Juventus,8752
FUNDACJA PROMOCJI MUZYKI I KULTURY NOWOCZESNEJ POGŁOS,Kraków,31-131,2017-06-13,682632,FUNDACJA,FUNDACJA PROMOCJI MUZYKI I KULTURY NOWOCZESNEJ POGŁOS,FUNDACJA PROMOCJI MUZYKI I KULTURY NOWOCZESNEJ POGŁOS,6762531532.0,367537833.0,,,Filip Fabiański,,,,,,,,,,,,,FUNDACJA PROMOCJI MUZYKI I KULTURY NOWOCZESNEJ POGŁOS,65848
Fundacja Promocji Sztuki TOR,Kraków,30-135,2018-02-05,717369,FUNDACJA,"FUNDACJA PROMOCJI SZTUKI ""TOR""","FUNDACJA PROMOCJI SZTUKI ""TOR""",6772431513.0,369431027.0,,,Marcin Robert Wądek,,,,,,,,,,,,,Fundacja Promocji Sztuki TOR,40512
"Fundacja Promocji Twórczości Amatorskiej ""Cantica""",Warszawa,00-322,2002-09-03,128757,FUNDACJA,"FUNDACJA PROMOCJI TWÓRCZOŚCI AMATORSKIEJ ""CANTICA""","FUNDACJA PROMOCJI TWÓRCZOŚCI AMATORSKIEJ ""CANTICA""",5251441081.0,10396289.0,,,Katarzyna Aniela Zwierzchowska,,,,,,,,,,,,,"Fundacja Promocji Twórczości Amatorskiej ""Cantica""",22020
Fundacja Rozwoju Tańca Polskiego,Szczecin,71-450,2002-06-27,120262,FUNDACJA,FUNDACJA ROZWOJU TAŃCA POLSKIEGO IM. PROF. MARIANA WIECZYSTEGO,FUNDACJA ROZWOJU TAŃCA POLSKIEGO IM. PROF. MARIANA WIECZYSTEGO,,,,,Marek Krzysztof Sienkiewicz,,,,,,,,,,,,,Fundacja Rozwoju Tańca Polskiego,27481
Fundacja Rozwoju Teatru 'NOWA FALA',Warszawa,03-978,2009-12-09,344059,FUNDACJA,"FUNDACJA ROZWOJU TEATRU ""NOWA FALA""","FUNDACJA ROZWOJU TEATRU ""NOWA FALA""",,,,,Agata Gabriela Życzkowska,,,,,,,,,,,,,Fundacja Rozwoju Teatru 'NOWA FALA',38000
Fundacja Salulu,Warszawa,03-902,2007-10-05,290110,FUNDACJA,FUNDACJA SALULU,FUNDACJA SALULU,,,,,Robert Jędrzejewski,,,,,,,,,,,,,Fundacja Salulu,7750
Fundacja Samorządu Studentów Politechniki Krakowskiej,Kraków,31-155,2004-05-14,206736,FUNDACJA,FUNDACJA SAMORZĄDU STUDENTÓW POLITECHNIKI KRAKOWSKIEJ,FUNDACJA SAMORZĄDU STUDENTÓW POLITECHNIKI KRAKOWSKIEJ,6751280894.0,351009242.0,,,Paweł Domino,,,,,,,,,,,,,Fundacja Samorządu Studentów Politechniki Krakowskiej,11500
FUNDACJA SCENA WSPÓŁCZESNA,Warszawa,02-415,2001-08-29,37243,FUNDACJA,FUNDACJA SCENA WSPÓŁCZESNA,FUNDACJA SCENA WSPÓŁCZESNA,5222623483.0,17357708.0,,,Włodzimierz Mirosław Kaczkowski,,,,,,,,,,,,,FUNDACJA SCENA WSPÓŁCZESNA,75000
Fundacja Sportowa Pasja,Kraków,31-234,2014-10-16,527214,FUNDACJA,FUNDACJA SPORTOWA PASJA,FUNDACJA SPORTOWA PASJA,9452187384.0,362645512.0,,,Teresa Mikoś,,,,,,,,,,,,,Fundacja Sportowa Pasja,20000
Fundacja Strefy Rytmu,Warszawa,03-910,2010-03-09,350776,FUNDACJA,FUNDACJA STREFY RYTMU,FUNDACJA STREFY RYTMU,1132792027.0,142336939.0,,,Joanna Magdalena Sobura,,,,,,,,,,,,,Fundacja Strefy Rytmu,31067
Fundacja Studentów i Absolwentów Akademii Górniczo-Hutniczej w Krakowie Academica,Kraków,30-072,2001-05-11,11379,FUNDACJA,FUNDACJA STUDENTÓW I ABSOLWENTÓW AKADEMII GÓRNICZO - HUTNICZEJ W KRAKOWIE ACADEMICA,FUNDACJA STUDENTÓW I ABSOLWENTÓW AKADEMII GÓRNICZO - HUTNICZEJ W KRAKOWIE ACADEMICA,6772164561.0,356039130.0,,,Łukasz Dominik Jura,,,,,,,,,,,,,Fundacja Studentów i Absolwentów Akademii Górniczo-Hutniczej w Krakowie Academica,425000
Fundacja Szafa Gra,Ornontowice,43-178,2014-03-28,504029,FUNDACJA,FUNDACJA SZAFA GRA,FUNDACJA SZAFA GRA,6351833409.0,243517918.0,,,Rafał Paweł Woźniak,,,,,,,,,,,,,Fundacja Szafa Gra,39500
Fundacja Sztuk Krytycznych,Warszawa,02-495,2012-11-07,439213,FUNDACJA,FUNDACJA SZTUK KRYTYCZNYCH,FUNDACJA SZTUK KRYTYCZNYCH,5223000761.0,146375729.0,,,Zuzanna Elżbieta Paluch,,,,,,,,,,,,,Fundacja Sztuk Krytycznych,6000
Fundacja Sztuka i Pasja,Warszawa,02-569,2017-09-13,688056,FUNDACJA,"""FUNDACJA SZTUKA I PASJA""",FUNDACJA SZTUKA I PASJA,5213794156.0,368297785.0,,,Grzegorz Arkadiusz Chmielewski,,,,,,,,,,,,,Fundacja Sztuka i Pasja,50700
Fundacja Sztuki Kreatywna Przestrzeń,Warszawa,02-784,2016-03-29,609783,FUNDACJA,FUNDACJA SZTUKI KREATYWNA PRZESTRZEŃ,FUNDACJA SZTUKI KREATYWNA PRZESTRZEŃ,9512409760.0,364059630.0,,,Piotr Wiktor Duda,,,,,,,,,,,,,Fundacja Sztuki Kreatywna Przestrzeń,459500
FUNDACJA SZTUKI TEATRALNEJ I FILMOWEJ PLEJADA,Kraków,31-234,2011-11-21,402377,FUNDACJA,FUNDACJA SZTUKI TEATRALNEJ I FILMOWEJ PLEJADA,FUNDACJA SZTUKI TEATRALNEJ I FILMOWEJ PLEJADA,9452167393.0,122455737.0,,,Piotr Sebastian Męderak,,,,,,,,,,,,,FUNDACJA SZTUKI TEATRALNEJ I FILMOWEJ PLEJADA,60260
Fundacja Sztuki Współczesnej In Situ,Warszawa,00-391,2004-12-30,225393,FUNDACJA,"FUNDACJA SZTUKI WSPÓŁCZESNEJ ""IN SITU""","FUNDACJA SZTUKI WSPÓŁCZESNEJ ""IN SITU""",5291696870.0,140003406.0,,,Zuzanna Fogtt,,,,,,,,,,,,,Fundacja Sztuki Współczesnej In Situ,38511
Fundacja Sztukmistrze,Lublin,20-830,2011-02-24,379359,FUNDACJA,FUNDACJA SZTUKMISTRZE,FUNDACJA SZTUKMISTRZE,9462621563.0,60741882.0,,,Joanna Barbara Reczek Szwed,,,,,,,,,,,,,Fundacja Sztukmistrze,250000
FUNDACJA TAŃCA I SZTUKI ARTOFFNIA,Olsztyn,10-257,2014-08-26,518782,FUNDACJA,FUNDACJA TAŃCA I SZTUKI ARTOFFNIA,FUNDACJA TAŃCA I SZTUKI ARTOFFNIA,7393869128.0,281616648.0,,,Katarzyna Grabińska,,,,,,,,,,,,,FUNDACJA TAŃCA I SZTUKI ARTOFFNIA,118000
Fundacja Tatarskie Towarzystwo Kulturalne,Białystok,15-571,2013-09-02,475506,FUNDACJA,FUNDACJA TATARSKIE TOWARZYSTWO KULTURALNE,FUNDACJA TATARSKIE TOWARZYSTWO KULTURALNE,5423233010.0,200804459.0,,,Róża Chazbijewicz,,,,,,,,,,,,,Fundacja Tatarskie Towarzystwo Kulturalne,13485
Fundacja Teatr Avatar,Legnica,59-220,2011-02-14,378466,FUNDACJA,FUNDACJA TEATR AVATAR,FUNDACJA TEATR AVATAR,6912478964.0,21459446.0,,,Łukasz Marek Zieliński,,,,,,,,,,,,,Fundacja Teatr Avatar,44000
Fundacja Teatr Kubika,Szczecin,70-392,2015-05-26,560108,FUNDACJA,FUNDACJA TEATR KUBIKA,FUNDACJA TEATR KUBIKA,8522613898.0,361610351.0,,,Radosław Konrad Kubik,,,,,,,,,,,,,Fundacja Teatr Kubika,122263
Fundacja Teatr Latarnia,Białystok,15-795,2016-02-25,604100,FUNDACJA,"FUNDACJA ""TEATR LATARNIA""","FUNDACJA ""TEATR LATARNIA""",9662102460.0,363819701.0,,,Mateusz Marek Tymura,,,,,,,,,,,,,Fundacja Teatr Latarnia,40618
Fundacja Teatr Malabar Hotel,Warszawa,04-394,2009-12-16,344643,FUNDACJA,FUNDACJA TEATR MALABAR HOTEL,FUNDACJA TEATR MALABAR HOTEL,1132785613.0,142151275.0,,,Marcin Wojciech Bartnikowski,,,,,,,,,,,,,Fundacja Teatr Malabar Hotel,48570
Fundacja Teatr Nowy w Nowym Sączu,Nowy Sącz,33-300,2015-04-28,554054,FUNDACJA,FUNDACJA TEATR NOWY W NOWYM SĄCZU,FUNDACJA TEATR NOWY W NOWYM SĄCZU,7343531367.0,361377877.0,,,Krzysztof Pomietło,,,,,,,,,,,,,Fundacja Teatr Nowy w Nowym Sączu,30000
Fundacja Teatr O.de.la,Rzeszów,35-111,2018-01-29,715027,FUNDACJA,FUNDACJA TEATR O.DE.LA,FUNDACJA TEATR O.DE.LA,8133769703.0,369352115.0,,,Marta Aneta Bury,,,,,,,,,,,,,Fundacja Teatr O.de.la,28500
Fundacja Teatr PAPAHEMA,Częstochowa,42-202,2014-06-02,511848,FUNDACJA,FUNDACJA TEATR PAPAHEMA,FUNDACJA TEATR PAPAHEMA,5732849743.0,243576186.0,,,Mateusz Eugeniusz Trzmiel,,,,,,,,,,,,,Fundacja Teatr PAPAHEMA,68000
Fundacja Teatr Polski - TP dla Sztuki,Wrocław,53-129,2014-02-12,497637,FUNDACJA,FUNDACJA TEATR POLSKI - TP DLA SZTUKI,FUNDACJA TEATR POLSKI - TP DLA SZTUKI,8971800374.0,22461913.0,,,,,,,,,,,,,,,,Fundacja Teatr Polski - TP dla Sztuki,17250
FUNDACJA TEATRU ATELIER IM. AGNIESZKI OSIECKIEJ,Sopot,81-718,2013-09-16,477093,FUNDACJA,FUNDACJA TEATRU ATELIER IM. AGNIESZKI OSIECKIEJ,FUNDACJA TEATRU ATELIER IM. AGNIESZKI OSIECKIEJ,5851467315.0,221983000.0,,,Barbara Mariola Wiszniewska,,,,,,,,,,,,,FUNDACJA TEATRU ATELIER IM. AGNIESZKI OSIECKIEJ,100000
Fundacja Teatru BOTO,Sopot,81-743,2010-08-26,363572,FUNDACJA,FUNDACJA TEATRU BOTO,FUNDACJA TEATRU BOTO,5851456547.0,221079312.0,,,Sylwia Góra Weber,,,,,,,,,,,,,Fundacja Teatru BOTO,30000
Fundacja Teatru Czwarte Miasto,Gdynia,81-591,2013-06-12,465330,FUNDACJA,FUNDACJA TEATRU CZWARTE MIASTO,FUNDACJA TEATRU CZWARTE MIASTO,5862283286.0,,,,Dariusz Marcin Majchrzak,,,,,,,,,,,,,Fundacja Teatru Czwarte Miasto,122956
Fundacja Teatru Komedii Valldal,Gdynia,81-435,2016-03-17,604780,FUNDACJA,FUNDACJA TEATRU KOMEDII VALLDAL,FUNDACJA TEATRU KOMEDII VALLDAL,5862304901.0,363982453.0,,,Tomasz Valldal Czarnecki,,,,,,,,,,,,,Fundacja Teatru Komedii Valldal,226126
Fundacja Teatru Małego Widza,Warszawa,00-310,2010-11-12,370320,FUNDACJA,FUNDACJA TEATRU MAŁEGO WIDZA,FUNDACJA TEATRU MAŁEGO WIDZA,5222969968.0,142788328.0,,,Agnieszka Monika Czekierda,,,,,,,,,,,,,Fundacja Teatru Małego Widza,460500
Fundacja Theatrum Gedanense,Gdańsk,80-828,2001-09-18,43177,FUNDACJA,FUNDACJA THEATRUM GEDANENSE,FUNDACJA THEATRUM GEDANENSE,5831019789.0,2866850.0,,,Jacek Walczykowski,,,,,,,,,,,,,Fundacja Theatrum Gedanense,195029
FUNDACJA TKWADRAT,Warszawa,00-004,2014-10-27,528289,FUNDACJA,"FUNDACJA ""TKWADRAT""","FUNDACJA ""TKWADRAT""",5252599051.0,147489955.0,,,Małgorzata Antonina Nejman,,,,,,,,,,,,,FUNDACJA TKWADRAT,329277
Fundacja Tone - Muzyka i Nowe Formy Sztuki,Kraków,31-511,2008-01-23,297651,FUNDACJA,FUNDACJA TONE - MUZYKA I NOWE FORMY SZTUKI,FUNDACJA TONE - MUZYKA I NOWE FORMY SZTUKI,6762368664.0,120625922.0,,,Małgorzata Maria Płysa,,,,,,,,,,,,,Fundacja Tone - Muzyka i Nowe Formy Sztuki,945000
Fundacja Tritone,Jelenia Góra,58-500,2018-11-08,756825,FUNDACJA,"""FUNDACJA TRITONE""",FUNDACJA TRITONE,6112798638.0,381763910.0,,,Karolina Mirosława Juzwa,,,,,,,,,,,,,Fundacja Tritone,101660
Fundacja TUTTURU,Olmonty,15-603,2015-02-13,543689,FUNDACJA,FUNDACJA TUTTURU,FUNDACJA TUTTURU,9662096073.0,360782653.0,,,Emilia Perkowska,,,,,,,,,,,,,Fundacja TUTTURU,8442
Fundacja Twórczego Rozwoju dziecka Tintilo,Warszawa,01-930,2004-12-14,223959,FUNDACJA,FUNDACJA TWÓRCZEGO ROZWOJU DZIECKA TINTILO,FUNDACJA TWÓRCZEGO ROZWOJU DZIECKA TINTILO,1180887056.0,10500976.0,,,Teresa Ewa Kurpias Grabowska,,,,,,,,,,,,,Fundacja Twórczego Rozwoju dziecka Tintilo,50000
Fundacja Vertigo,Wrocław,53-125,2015-02-02,540616,FUNDACJA,FUNDACJA VERTIGO,FUNDACJA VERTIGO,8971805070.0,360705813.0,,,Maciej Tomasz Nestor,,,,,,,,,,,,,Fundacja Vertigo,77153
Fundacja Wielkiej Matki,Rzeszów,35-326,2016-08-31,634380,FUNDACJA,FUNDACJA WIELKIEJ MATKI,FUNDACJA WIELKIEJ MATKI,8133726585.0,365270981.0,,,Marina Rysicz,,,,,,,,,,,,,Fundacja Wielkiej Matki,24946
Fundacja WSPAK,Warszawa,01-821,2016-12-16,652515,FUNDACJA,FUNDACJA WSPAK WOLNA SZTUKA POTRZEBUJE AMBITNEJ KULTURY,FUNDACJA WSPAK WOLNA SZTUKA POTRZEBUJE AMBITNEJ KULTURY,1182135053.0,366094960.0,,,Marcin Jan Steczkowski,,,,,,,,,,,,,Fundacja WSPAK,20360
Fundacja Wspierania Fair Trade Pangea,Rosnowo,62-052,2016-05-17,618148,FUNDACJA,FUNDACJA WSPIERANIA FAIR TRADE PANGEA,FUNDACJA WSPIERANIA FAIR TRADE PANGEA,7773263277.0,364472458.0,,,Małgorzata Henryka Binkowska,,,,,,,,,,,,,Fundacja Wspierania Fair Trade Pangea,11133
Fundacja Wspierania Kultury FABRYKA TANGA,Łódź,90-509,2011-05-11,385898,FUNDACJA,"FUNDACJA WSPIERANIA KULTURY ""FABRYKA TANGA""","FUNDACJA WSPIERANIA KULTURY ""FABRYKA TANGA""",7272777930.0,101091645.0,,,Jakub Kania,,,,,,,,,,,,,Fundacja Wspierania Kultury FABRYKA TANGA,45000
Fundacja Wspierania Kultury i Edukacji,Tczew,83-110,2013-06-20,466852,FUNDACJA,FUNDACJA WSPIERANIA KULTURY I EDUKACJI,FUNDACJA WSPIERANIA KULTURY I EDUKACJI,5922260924.0,221909363.0,,,Krzysztof Grzegorz Górecki,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Pułtusk,06-100,2018-07-09,739486,FUNDACJA,"FUNDACJA WSPIERANIA NAUKI, EDUKACJI I KULTURY","FUNDACJA WSPIERANIA NAUKI, EDUKACJI I KULTURY",5681622721.0,380713100.0,,,Adam Waldemar Koseski,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Gliwice,44-100,2016-01-28,598117,FUNDACJA,"FUNDACJA WSPIERANIA KULTURY I EDUKACJI ""PANTE""","FUNDACJA WSPIERANIA KULTURY I EDUKACJI ""PANTE""",6312660672.0,363592114.0,,,Andrzej Tadeusz Ciastoń,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Koszalin,75-412,2015-11-02,583680,FUNDACJA,"FUNDACJA WSPIERANIA EDUKACJI I KULTURY ""KOLIBER""","FUNDACJA WSPIERANIA EDUKACJI I KULTURY ""KOLIBER""",6692525809.0,362893658.0,,,Robert Karol Suszczak,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Tuchów,33-170,2015-09-03,573104,FUNDACJA,"FUNDACJA WSPIERANIA EDUKACJI I KULTURY ""SYNERGIA""","FUNDACJA WSPIERANIA EDUKACJI I KULTURY ""SYNERGIA""",9930657868.0,362452463.0,,,Katarzyna Małgorzata Skrzyniarz,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Warszawa,04-739,2019-08-28,800481,FUNDACJA,"FUNDACJA WSPIERANIA ROZWOJU, EDUKACJI I KULTURY ""IMAGONACJA""","FUNDACJA WSPIERANIA ROZWOJU, EDUKACJI I KULTURY ""IMAGONACJA""",9522199175.0,384219732.0,,,Bartosz Maksymilian Żuchowski,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Brzeźce,43-200,2016-07-12,627786,FUNDACJA,"FUNDACJA WSPIERANIA KULTURY, SZTUKI I EDUKACJI ""INTEGRACJA""","FUNDACJA WSPIERANIA KULTURY, SZTUKI I EDUKACJI ""INTEGRACJA""",6381816166.0,364921040.0,,,Grażyna Gabriela Majewska Tetla,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Warszawa,02-169,2015-04-16,553548,FUNDACJA,"FUNDACJA WSPIERANIA KULTURY I EDUKACJI KULTURALNEJ ""CHEŁMSKA 21""","FUNDACJA WSPIERANIA KULTURY I EDUKACJI KULTURALNEJ ""CHEŁMSKA 21""",5213694443.0,361301466.0,,,Maciej Rafał Kowalewski,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Olecko,19-400,2013-08-06,472691,FUNDACJA,FUNDACJA WSPIERANIA ROZWOJU EDUKACJI I KULTURY NA MAZURACH,FUNDACJA WSPIERANIA ROZWOJU EDUKACJI I KULTURY NA MAZURACH,8471613338.0,281533833.0,,,Katarzyna Krajewska Openchowska,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
Fundacja Wspierania Kultury i Edukacji,Poznań,60-357,2011-03-14,380664,FUNDACJA,"FUNDACJA WSPIERANIA EDUKACJI, KULTURY I SPORTU ""IN PLUS""","FUNDACJA WSPIERANIA EDUKACJI, KULTURY I SPORTU ""IN PLUS""",,301698588.0,,,Hanna Małgorzata Kłoniecka,,,,,,,,,,,,,Fundacja Wspierania Kultury i Edukacji,13480
"Fundacja Wspierania Talentów Dzieci, Młodzieży i Dorosłych WŁÓCZYKIJE",Kozy,43-340,2014-12-30,537078,FUNDACJA,"FUNDACJA WSPIERANIA TALENTÓW DZIECI, MŁODZIEŻY I DOROSŁYCH ""WŁÓCZYKIJE""","FUNDACJA WSPIERANIA TALENTÓW DZIECI, MŁODZIEŻY I DOROSŁYCH ""WŁÓCZYKIJE""",9372672568.0,360409581.0,,,Aleksandra Stępień,,,,,,,,,,,,,"Fundacja Wspierania Talentów Dzieci, Młodzieży i Dorosłych WŁÓCZYKIJE",16320
Fundacja Wspierania Twórczych Inicjatyw Teatralnych ATUT,Warszawa,00-144,2002-11-22,140229,FUNDACJA,"FUNDACJA WSPIERANIA TWÓRCZYCH INICJATYW TEATRALNYCH ""ATUT""","FUNDACJA WSPIERANIA TWÓRCZYCH INICJATYW TEATRALNYCH ""ATUT""",9512062730.0,15297267.0,,,Emilian Kazimierz Kamiński,,,,,,,,,,,,,Fundacja Wspierania Twórczych Inicjatyw Teatralnych ATUT,1003476
Fundacja Wspierania Twórczych Inicjatyw Teatralnych ATUT,Warszawa,00-761,2009-02-11,323458,SPÓŁKA KOMANDYTOWA,"""TEATR KAMIENICA"" FUNDACJA WSPIERANIA TWÓRCZYCH INICJATYW TEATRALNYCH ATUT I S-KA SPÓŁKA KOMANDYTOWA","""TEATR KAMIENICA"" FUNDACJA WSPIERANIA TWÓRCZYCH INICJATYW TEATRALNYCH ATUT I S-KA",5213515802.0,141735360.0,True,,,,,,,,,,,,,,,Fundacja Wspierania Twórczych Inicjatyw Teatralnych ATUT,1003476
Fundacja Wszystkie Mazurki Świata,Warszawa,02-795,2010-08-26,363720,FUNDACJA,FUNDACJA WSZYSTKIE MAZURKI ŚWIATA,FUNDACJA WSZYSTKIE MAZURKI ŚWIATA,9512324331.0,142604021.0,,,Janusz Prusinowski,,,,,,,,,,,,,Fundacja Wszystkie Mazurki Świata,62000
FUNDACJA WYTWÓRNIA,Łódź,90-554,2011-04-06,383016,FUNDACJA,"""FUNDACJA WYTWÓRNIA""",FUNDACJA WYTWÓRNIA,7272776600.0,101069249.0,,,Mariola Małgorzata Wojtysiak,,,,,,,,,,,,,FUNDACJA WYTWÓRNIA,19000
FUNDACJA WYTWÓRNIA,Marki,05-270,2014-07-31,518600,FUNDACJA,FUNDACJA KULTURY - WYTWÓRNIA,FUNDACJA KULTURY - WYTWÓRNIA,1251627091.0,147353925.0,,,Andrzej Paweł Kopczyński,,,,,,,,,,,,,FUNDACJA WYTWÓRNIA,19000
FUNDACJA WYTWÓRNIA,Bydgoszcz,85-371,2013-09-09,476226,FUNDACJA,FUNDACJA WYTWÓRNIA MARZEŃ,FUNDACJA WYTWÓRNIA MARZEŃ,9532640360.0,341476833.0,,,Monika Wirżajtys,,,,,,,,,,,,,FUNDACJA WYTWÓRNIA,19000
FUNDACJA WYTWÓRNIA,Wrocław,54-079,2016-05-05,616488,FUNDACJA,FUNDACJA WYTWÓRNIA MARZEŃ,FUNDACJA WYTWÓRNIA MARZEŃ,8943078215.0,364392386.0,,,Katarzyna Ewa Serkiz Żankowska,,,,,,,,,,,,,FUNDACJA WYTWÓRNIA,19000
FUNDACJA WYTWÓRNIA,Częstochowa,42-200,2017-03-28,669977,FUNDACJA,"FUNDACJA INSTYTUT ROZWOJU KARIERY I PRZEDSIĘBIORCZOŚCI ""WYTWÓRNIA""","FUNDACJA INSTYTUT ROZWOJU KARIERY I PRZEDSIĘBIORCZOŚCI ""WYTWÓRNIA""",5732878609.0,366890384.0,,,Aleksandra Maria Nitkiewicz,,,,,,,,,,,,,FUNDACJA WYTWÓRNIA,19000
FUNDACJA WYTWÓRNIA,Warszawa,00-525,2001-10-10,49207,FUNDACJA,FUNDACJA WSPIERANIA PRYWATYZACJI PRZEDSIĘBIORSTWA DOSTAW EKSPORTOWYCH WYTWÓRNI MATERIAŁÓW BUDOWLANYCH FABEX-ZREMB,FUNDACJA WSPIERANIA PRYWATYZACJI PRZEDSIĘBIORSTWA DOSTAW EKSPORTOWYCH WYTWÓRNI MATERIAŁÓW BUDOWLANYCH FABEX-ZREMB,,12047564.0,,,Andrzej Polański,,,,,,,,,,,,,FUNDACJA WYTWÓRNIA,19000
Fundacja Young Arts,Krosno,38-400,2016-02-18,601478,FUNDACJA,"FUNDACJA ""YOUNG ARTS""","FUNDACJA ""YOUNG ARTS""",6842642570.0,363762355.0,,,Bartłomiej Tadeusz Tełewiak,,,,,,,,,,,,,Fundacja Young Arts,43397
Generator Sztuki,Szczecin,71-042,2019-07-24,796306,FUNDACJA,GENERATOR SZTUKI,GENERATOR SZTUKI,8522657967.0,383953453.0,,,Michał Starkiewicz,,,,,,,,,,,,,Generator Sztuki,22700
GIT EVENT STAGE TECHNOLOGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Kraków,30-709,2018-05-16,732373,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,GIT EVENT STAGE TECHNOLOGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,GIT EVENT STAGE TECHNOLOGY,6762549408.0,380271931.0,True,,Mateusz Marcin Szostak,,,,,,,,,,,,,GIT EVENT STAGE TECHNOLOGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,140000
GMB pro sound Spółka z ograniczoną odpowiedzialnością,Warszawa,03-219,2009-02-23,324172,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,GMB PRO SOUND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,GMB PRO SOUND,5242403968.0,17372872.0,,,Janusz Tołopiło,,,,,,,,,,,,,GMB pro sound Spółka z ograniczoną odpowiedzialnością,664500
GMINNA ORKIESTRA DĘTA W GÓRZE ŚW. MAŁGORZATY,Góra Świętej Małgorzaty,99-122,2014-05-30,511743,STOWARZYSZENIE,GMINNA ORKIESTRA DĘTA W GÓRZE ŚW. MAŁGORZATY,GMINNA ORKIESTRA DĘTA W GÓRZE ŚW. MAŁGORZATY,5070091654.0,101787513.0,,,Krzysztof Barylski,,,,,,,,,,,,,GMINNA ORKIESTRA DĘTA W GÓRZE ŚW. MAŁGORZATY,18600
Golec Fabryka Spółka z ograniczoną odpowiedzialnością Spółka Komandytowa,Milówka,34-360,2004-10-29,220717,SPÓŁKA KOMANDYTOWA,GOLEC FABRYKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ-SPÓŁKA KOMANDYTOWA,GOLEC FABRYKA,5532308847.0,72929228.0,True,,,,,,,,,,,,,,,Golec Fabryka Spółka z ograniczoną odpowiedzialnością Spółka Komandytowa,1894670
Gotango Spółka Z Ograniczoną Odpowiedzialnością,Poznań,60-195,2018-01-31,716861,SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,GOTANGO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,GOTANGO,7792480946.0,369376707.0,True,,Marcin Antkowiak,,,,,,,,,,,,,Gotango Spółka Z Ograniczoną Odpowiedzialnością,39463
